site,length,key,sqr_km,NAME_1,NAME_2,WC_avail,WC_acces,Shape_Length,Shape_Area,key_2,OBJECTID,key_23,ZONE_CODE,COUNT,AREA,SUM
M5,40,M5_40,2,Krâchéh,Preaek Prasab, ,0.43,0.058171727,0.000127321,M5_40_0.43,28,M5_40_0.43,28,1727,0.000133256,10119.49363
M5,10,M5_10,10,Krâchéh,Preaek Prasab, ,0.43,0.150341429,0.000790345,M5_10_0.43,51,M5_10_0.43,51,959,7.39969E-05,5377.203272
M5,20,M5_20,10,Krâchéh,Preaek Prasab, ,0.43,0.150341429,0.000790345,M5_20_0.43,27,M5_20_0.43,27,1627,0.00012554,9502.007903
M5,5,M5_5,10,Krâchéh,Preaek Prasab, ,0.43,0.150341429,0.000790345,M5_5_0.43,84,M5_5_0.43,87,388,2.99383E-05,2057.286742
M5,40,M5_40,10,Krâchéh,Preaek Prasab, ,0.43,0.150341429,0.000790345,M5_40_0.43,28,M5_40_0.43,28,1727,0.000133256,10119.49363
M4,20,M4_20,9,Krâchéh,Preaek Prasab, ,0.43,0.121868105,0.000745554,M4_20_0.43,79,M4_20_0.43,82,233,1.79784E-05,1438.741735
M4,10,M4_10,9,Krâchéh,Preaek Prasab, ,0.43,0.121868105,0.000745554,M4_10_0.43,80,M4_10_0.43,83,233,1.79784E-05,1438.741735
M4,5,M4_5,9,Krâchéh,Preaek Prasab, ,0.43,0.121868105,0.000745554,M4_5_0.43,108,M4_5_0.43,111,233,1.79784E-05,1438.741735
M4,40,M4_40,9,Krâchéh,Preaek Prasab, ,0.43,0.121868105,0.000745554,M4_40_0.43,81,M4_40_0.43,84,233,1.79784E-05,1438.741735
M5,40,M5_40,9,Krâchéh,Preaek Prasab, ,0.43,0.121868105,0.000745554,M5_40_0.43,28,M5_40_0.43,28,1727,0.000133256,10119.49363
M5,10,M5_10,7,Krâchéh,Preaek Prasab, ,0.43,0.104319815,0.000582654,M5_10_0.43,51,M5_10_0.43,51,959,7.39969E-05,5377.203272
M5,20,M5_20,7,Krâchéh,Preaek Prasab, ,0.43,0.104319815,0.000582654,M5_20_0.43,27,M5_20_0.43,27,1627,0.00012554,9502.007903
M5,2,M5_2,7,Krâchéh,Preaek Prasab, ,0.43,0.104319815,0.000582654,M5_2_0.43,111,M5_2_0.43,114,160,1.23457E-05,848.3656666
M5,5,M5_5,7,Krâchéh,Preaek Prasab, ,0.43,0.104319815,0.000582654,M5_5_0.43,84,M5_5_0.43,87,388,2.99383E-05,2057.286742
M5,40,M5_40,7,Krâchéh,Preaek Prasab, ,0.43,0.104319815,0.000582654,M5_40_0.43,28,M5_40_0.43,28,1727,0.000133256,10119.49363
M4,20,M4_20,2,Krâchéh,Preaek Prasab, ,0.43,0.086765504,0.000204427,M4_20_0.43,79,M4_20_0.43,82,233,1.79784E-05,1438.741735
M4,10,M4_10,2,Krâchéh,Preaek Prasab, ,0.43,0.086765504,0.000204427,M4_10_0.43,80,M4_10_0.43,83,233,1.79784E-05,1438.741735
M4,5,M4_5,2,Krâchéh,Preaek Prasab, ,0.43,0.086765504,0.000204427,M4_5_0.43,108,M4_5_0.43,111,233,1.79784E-05,1438.741735
M5,20,M5_20,2,Krâchéh,Preaek Prasab, ,0.43,0.086765504,0.000204427,M5_20_0.43,27,M5_20_0.43,27,1627,0.00012554,9502.007903
M4,40,M4_40,2,Krâchéh,Preaek Prasab, ,0.43,0.086765504,0.000204427,M4_40_0.43,81,M4_40_0.43,84,233,1.79784E-05,1438.741735
M5,40,M5_40,2,Krâchéh,Preaek Prasab, ,0.43,0.086765504,0.000204427,M5_40_0.43,28,M5_40_0.43,28,1727,0.000133256,10119.49363
M4,20,M4_20,10,Krâchéh,Preaek Prasab, ,0.43,0.124341734,0.000825427,M4_20_0.43,79,M4_20_0.43,82,233,1.79784E-05,1438.741735
M4,10,M4_10,10,Krâchéh,Preaek Prasab, ,0.43,0.124341734,0.000825427,M4_10_0.43,80,M4_10_0.43,83,233,1.79784E-05,1438.741735
M4,5,M4_5,10,Krâchéh,Preaek Prasab, ,0.43,0.124341734,0.000825427,M4_5_0.43,108,M4_5_0.43,111,233,1.79784E-05,1438.741735
M4,2,M4_2,10,Krâchéh,Preaek Prasab, ,0.43,0.124341734,0.000825427,M4_2_0.43,129,M4_2_0.43,132,106,8.17901E-06,654.5348665
M5,20,M5_20,10,Krâchéh,Preaek Prasab, ,0.43,0.124341734,0.000825427,M5_20_0.43,27,M5_20_0.43,27,1627,0.00012554,9502.007903
M4,40,M4_40,10,Krâchéh,Preaek Prasab, ,0.43,0.124341734,0.000825427,M4_40_0.43,81,M4_40_0.43,84,233,1.79784E-05,1438.741735
M5,40,M5_40,10,Krâchéh,Preaek Prasab, ,0.43,0.124341734,0.000825427,M5_40_0.43,28,M5_40_0.43,28,1727,0.000133256,10119.49363
M3,40,M3_40,149,Krâchéh,Sambour, ,0.04,0.520626975,0.012439283,M3_40_0.04,7,M3_40_0.04,7,1179,9.09722E-05,9251.963015
M4,40,M4_40,56,Krâchéh,Sambour, ,0.04,0.286326052,0.004685366,M4_40_0.04,8,M4_40_0.04,8,3239,0.000249923,23085.10087
M3,20,M3_20,86,Krâchéh,Sambour, ,0.04,0.342703434,0.007179367,M3_20_0.04,23,M3_20_0.04,23,1055,8.14043E-05,7397.581527
M3,40,M3_40,86,Krâchéh,Sambour, ,0.04,0.342703434,0.007179367,M3_40_0.04,7,M3_40_0.04,7,1179,9.09722E-05,9251.963015
M4,20,M4_20,66,Krâchéh,Sambour, ,0.04,0.310499902,0.005463839,M4_20_0.04,24,M4_20_0.04,24,1790,0.000138117,13865.46237
M4,40,M4_40,66,Krâchéh,Sambour, ,0.04,0.310499902,0.005463839,M4_40_0.04,8,M4_40_0.04,8,3239,0.000249923,23085.10087
M4,20,M4_20,21,Krâchéh,Sambour, ,0.04,0.214397908,0.00171719,M4_20_0.04,24,M4_20_0.04,24,1790,0.000138117,13865.46237
M4,40,M4_40,21,Krâchéh,Sambour, ,0.04,0.214397908,0.00171719,M4_40_0.04,8,M4_40_0.04,8,3239,0.000249923,23085.10087
M5,40,M5_40,21,Krâchéh,Sambour, ,0.04,0.214397908,0.00171719,M5_40_0.04,49,M5_40_0.04,49,822,6.34259E-05,6708.420999
M3,20,M3_20,40,Krâchéh,Sambour, ,0.04,0.263940463,0.003345324,M3_20_0.04,23,M3_20_0.04,23,1055,8.14043E-05,7397.581527
M3,10,M3_10,40,Krâchéh,Sambour, ,0.04,0.263940463,0.003345324,M3_10_0.04,75,M3_10_0.04,78,905,6.98302E-05,5796.319894
M3,40,M3_40,40,Krâchéh,Sambour, ,0.04,0.263940463,0.003345324,M3_40_0.04,7,M3_40_0.04,7,1179,9.09722E-05,9251.963015
M4,40,M4_40,40,Krâchéh,Sambour, ,0.04,0.263940463,0.003345324,M4_40_0.04,8,M4_40_0.04,8,3239,0.000249923,23085.10087
M4,20,M4_20,32,Krâchéh,Sambour, ,0.04,0.244777887,0.002690383,M4_20_0.04,24,M4_20_0.04,24,1790,0.000138117,13865.46237
M4,10,M4_10,32,Krâchéh,Sambour, ,0.04,0.244777887,0.002690383,M4_10_0.04,82,M4_10_0.04,85,685,5.28549E-05,5624.455775
M4,40,M4_40,32,Krâchéh,Sambour, ,0.04,0.244777887,0.002690383,M4_40_0.04,8,M4_40_0.04,8,3239,0.000249923,23085.10087
M5,40,M5_40,32,Krâchéh,Sambour, ,0.04,0.244777887,0.002690383,M5_40_0.04,49,M5_40_0.04,49,822,6.34259E-05,6708.420999
M3,20,M3_20,1,Krâchéh,Sambour, ,0.04,0.147194105,4.1713E-05,M3_20_0.04,23,M3_20_0.04,23,1055,8.14043E-05,7397.581527
M3,10,M3_10,1,Krâchéh,Sambour, ,0.04,0.147194105,4.1713E-05,M3_10_0.04,75,M3_10_0.04,78,905,6.98302E-05,5796.319894
M3,5,M3_5,1,Krâchéh,Sambour, ,0.04,0.147194105,4.1713E-05,M3_5_0.04,106,M3_5_0.04,109,636,4.90741E-05,4081.681773
M3,40,M3_40,1,Krâchéh,Sambour, ,0.04,0.147194105,4.1713E-05,M3_40_0.04,7,M3_40_0.04,7,1179,9.09722E-05,9251.963015
M4,40,M4_40,1,Krâchéh,Sambour, ,0.04,0.147194105,4.1713E-05,M4_40_0.04,8,M4_40_0.04,8,3239,0.000249923,23085.10087
M4,20,M4_20,4,Krâchéh,Sambour, ,0.04,0.079106489,0.000301129,M4_20_0.04,24,M4_20_0.04,24,1790,0.000138117,13865.46237
M4,10,M4_10,4,Krâchéh,Sambour, ,0.04,0.079106489,0.000301129,M4_10_0.04,82,M4_10_0.04,85,685,5.28549E-05,5624.455775
M4,5,M4_5,4,Krâchéh,Sambour, ,0.04,0.079106489,0.000301129,M4_5_0.04,109,M4_5_0.04,112,33,2.5463E-06,282.0767022
M4,40,M4_40,4,Krâchéh,Sambour, ,0.04,0.079106489,0.000301129,M4_40_0.04,8,M4_40_0.04,8,3239,0.000249923,23085.10087
M5,40,M5_40,4,Krâchéh,Sambour, ,0.04,0.079106489,0.000301129,M5_40_0.04,49,M5_40_0.04,49,822,6.34259E-05,6708.420999
M3,20,M3_20,27,Krâchéh,Sambour, ,0.04,0.212817775,0.002207199,M3_20_0.04,23,M3_20_0.04,23,1055,8.14043E-05,7397.581527
M3,10,M3_10,27,Krâchéh,Sambour, ,0.04,0.212817775,0.002207199,M3_10_0.04,75,M3_10_0.04,78,905,6.98302E-05,5796.319894
M3,5,M3_5,27,Krâchéh,Sambour, ,0.04,0.212817775,0.002207199,M3_5_0.04,106,M3_5_0.04,109,636,4.90741E-05,4081.681773
M3,5,M3_5,27,Krâchéh,Sambour, ,0.04,0.212817775,0.002207199,M3_5_0.04,106,M3_5_0.04,109,636,4.90741E-05,4081.681773
M3,40,M3_40,27,Krâchéh,Sambour, ,0.04,0.212817775,0.002207199,M3_40_0.04,7,M3_40_0.04,7,1179,9.09722E-05,9251.963015
M4,40,M4_40,27,Krâchéh,Sambour, ,0.04,0.212817775,0.002207199,M4_40_0.04,8,M4_40_0.04,8,3239,0.000249923,23085.10087
M3,20,M3_20,15,Krâchéh,Sambour, ,0.04,0.180844758,0.001246629,M3_20_0.04,23,M3_20_0.04,23,1055,8.14043E-05,7397.581527
M3,10,M3_10,15,Krâchéh,Sambour, ,0.04,0.180844758,0.001246629,M3_10_0.04,75,M3_10_0.04,78,905,6.98302E-05,5796.319894
M3,5,M3_5,15,Krâchéh,Sambour, ,0.04,0.180844758,0.001246629,M3_5_0.04,106,M3_5_0.04,109,636,4.90741E-05,4081.681773
M3,5,M3_5,15,Krâchéh,Sambour, ,0.04,0.180844758,0.001246629,M3_5_0.04,106,M3_5_0.04,109,636,4.90741E-05,4081.681773
M3,2,M3_2,15,Krâchéh,Sambour, ,0.04,0.180844758,0.001246629,M3_2_0.04,127,M3_2_0.04,130,231,1.78241E-05,1482.497625
M3,40,M3_40,15,Krâchéh,Sambour, ,0.04,0.180844758,0.001246629,M3_40_0.04,7,M3_40_0.04,7,1179,9.09722E-05,9251.963015
M4,40,M4_40,15,Krâchéh,Sambour, ,0.04,0.180844758,0.001246629,M4_40_0.04,8,M4_40_0.04,8,3239,0.000249923,23085.10087
B1,20,B1_20,1,Phnom Penh,Dangkao, ,92,0.052355799,8.79685E-05,B1_20_36.82,,,,,,
B1,40,B1_40,1,Phnom Penh,Dangkao, ,92,0.052355799,8.79685E-05,B1_40_36.82,,,,,,
M8,40,M8_40,1,Phnom Penh,Dangkao, ,92,0.052355799,8.79685E-05,M8_40_36.82,,,,,,
M8,10,M8_10,1,Phnom Penh,Mean Chey, ,92,0.078308364,7.06453E-05,M8_10_70.62,54,M8_10_70.62,54,5057,0.000390201,65620.52842
M8,20,M8_20,1,Phnom Penh,Mean Chey, ,92,0.078308364,7.06453E-05,M8_20_70.62,55,M8_20_70.62,55,5057,0.000390201,65620.52842
M8,40,M8_40,1,Phnom Penh,Mean Chey, ,92,0.078308364,7.06453E-05,M8_40_70.62,56,M8_40_70.62,56,5057,0.000390201,65620.52842
M8,10,M8_10,7,Phnom Penh,Mean Chey, ,92,0.101963214,0.000538938,M8_10_70.62,54,M8_10_70.62,54,5057,0.000390201,65620.52842
M8,20,M8_20,7,Phnom Penh,Mean Chey, ,92,0.101963214,0.000538938,M8_20_70.62,55,M8_20_70.62,55,5057,0.000390201,65620.52842
M8,5,M8_5,7,Phnom Penh,Mean Chey, ,92,0.101963214,0.000538938,M8_5_70.62,92,M8_5_70.62,95,4075,0.000314429,49878.73383
M8,40,M8_40,7,Phnom Penh,Mean Chey, ,92,0.101963214,0.000538938,M8_40_70.62,56,M8_40_70.62,56,5057,0.000390201,65620.52842
M8,10,M8_10,2,Phnom Penh,Mean Chey, ,92,0.058751985,0.000171141,M8_10_70.62,54,M8_10_70.62,54,5057,0.000390201,65620.52842
M8,20,M8_20,2,Phnom Penh,Mean Chey, ,92,0.058751985,0.000171141,M8_20_70.62,55,M8_20_70.62,55,5057,0.000390201,65620.52842
B1,20,B1_20,2,Phnom Penh,Mean Chey, ,92,0.058751985,0.000171141,B1_20_70.62,140,B1_20_70.62,143,1115,8.6034E-05,11708.07496
B1,10,B1_10,2,Phnom Penh,Mean Chey, ,92,0.058751985,0.000171141,B1_10_70.62,141,B1_10_70.62,144,1115,8.6034E-05,11708.07496
B1,5,B1_5,2,Phnom Penh,Mean Chey, ,92,0.058751985,0.000171141,B1_5_70.62,142,B1_5_70.62,145,1115,8.6034E-05,11708.07496
B1,2,B1_2,2,Phnom Penh,Mean Chey, ,92,0.058751985,0.000171141,B1_2_70.62,143,B1_2_70.62,146,1115,8.6034E-05,11708.07496
B1,40,B1_40,2,Phnom Penh,Mean Chey, ,92,0.058751985,0.000171141,B1_40_70.62,144,B1_40_70.62,147,1115,8.6034E-05,11708.07496
M8,40,M8_40,2,Phnom Penh,Mean Chey, ,92,0.058751985,0.000171141,M8_40_70.62,56,M8_40_70.62,56,5057,0.000390201,65620.52842
M8,10,M8_10,3,Phnom Penh,Mean Chey, ,92,0.076888283,0.00028689,M8_10_70.62,54,M8_10_70.62,54,5057,0.000390201,65620.52842
M8,20,M8_20,3,Phnom Penh,Mean Chey, ,92,0.076888283,0.00028689,M8_20_70.62,55,M8_20_70.62,55,5057,0.000390201,65620.52842
M8,5,M8_5,3,Phnom Penh,Mean Chey, ,92,0.076888283,0.00028689,M8_5_70.62,92,M8_5_70.62,95,4075,0.000314429,49878.73383
B1,20,B1_20,3,Phnom Penh,Mean Chey, ,92,0.076888283,0.00028689,B1_20_70.62,140,B1_20_70.62,143,1115,8.6034E-05,11708.07496
B1,10,B1_10,3,Phnom Penh,Mean Chey, ,92,0.076888283,0.00028689,B1_10_70.62,141,B1_10_70.62,144,1115,8.6034E-05,11708.07496
B1,5,B1_5,3,Phnom Penh,Mean Chey, ,92,0.076888283,0.00028689,B1_5_70.62,142,B1_5_70.62,145,1115,8.6034E-05,11708.07496
B1,2,B1_2,3,Phnom Penh,Mean Chey, ,92,0.076888283,0.00028689,B1_2_70.62,143,B1_2_70.62,146,1115,8.6034E-05,11708.07496
B1,40,B1_40,3,Phnom Penh,Mean Chey, ,92,0.076888283,0.00028689,B1_40_70.62,144,B1_40_70.62,147,1115,8.6034E-05,11708.07496
M8,40,M8_40,3,Phnom Penh,Mean Chey, ,92,0.076888283,0.00028689,M8_40_70.62,56,M8_40_70.62,56,5057,0.000390201,65620.52842
M8,10,M8_10,2,Phnom Penh,Phnom Penh, ,92,0.067129331,0.000198459,M8_10_100.0,57,M8_10_100.0,57,10756,0.000829938,309400.1633
M8,20,M8_20,2,Phnom Penh,Phnom Penh, ,92,0.067129331,0.000198459,M8_20_100.0,58,M8_20_100.0,58,10756,0.000829938,309400.1633
M8,40,M8_40,2,Phnom Penh,Phnom Penh, ,92,0.067129331,0.000198459,M8_40_100.0,59,M8_40_100.0,59,10756,0.000829938,309400.1633
M8,10,M8_10,1,Phnom Penh,Phnom Penh, ,92,0.0454163,5.34543E-05,M8_10_100.0,57,M8_10_100.0,57,10756,0.000829938,309400.1633
M8,20,M8_20,1,Phnom Penh,Phnom Penh, ,92,0.0454163,5.34543E-05,M8_20_100.0,58,M8_20_100.0,58,10756,0.000829938,309400.1633
B1,20,B1_20,1,Phnom Penh,Phnom Penh, ,92,0.0454163,5.34543E-05,B1_20_100.0,134,B1_20_100.0,137,9084,0.000700926,270697.953
B1,10,B1_10,1,Phnom Penh,Phnom Penh, ,92,0.0454163,5.34543E-05,B1_10_100.0,135,B1_10_100.0,138,9084,0.000700926,270697.953
B1,5,B1_5,1,Phnom Penh,Phnom Penh, ,92,0.0454163,5.34543E-05,B1_5_100.0,136,B1_5_100.0,139,8426,0.000650154,253729.848
B1,40,B1_40,1,Phnom Penh,Phnom Penh, ,92,0.0454163,5.34543E-05,B1_40_100.0,137,B1_40_100.0,140,9084,0.000700926,270697.953
M8,40,M8_40,1,Phnom Penh,Phnom Penh, ,92,0.0454163,5.34543E-05,M8_40_100.0,59,M8_40_100.0,59,10756,0.000829938,309400.1633
M8,10,M8_10,6,Phnom Penh,Phnom Penh, ,92,0.091919258,0.000524161,M8_10_100.0,57,M8_10_100.0,57,10756,0.000829938,309400.1633
M8,20,M8_20,6,Phnom Penh,Phnom Penh, ,92,0.091919258,0.000524161,M8_20_100.0,58,M8_20_100.0,58,10756,0.000829938,309400.1633
B1,20,B1_20,6,Phnom Penh,Phnom Penh, ,92,0.091919258,0.000524161,B1_20_100.0,134,B1_20_100.0,137,9084,0.000700926,270697.953
B1,10,B1_10,6,Phnom Penh,Phnom Penh, ,92,0.091919258,0.000524161,B1_10_100.0,135,B1_10_100.0,138,9084,0.000700926,270697.953
B1,5,B1_5,6,Phnom Penh,Phnom Penh, ,92,0.091919258,0.000524161,B1_5_100.0,136,B1_5_100.0,139,8426,0.000650154,253729.848
B1,2,B1_2,6,Phnom Penh,Phnom Penh, ,92,0.091919258,0.000524161,B1_2_100.0,145,B1_2_100.0,148,4934,0.00038071,141822.2646
B1,40,B1_40,6,Phnom Penh,Phnom Penh, ,92,0.091919258,0.000524161,B1_40_100.0,137,B1_40_100.0,140,9084,0.000700926,270697.953
M8,40,M8_40,6,Phnom Penh,Phnom Penh, ,92,0.091919258,0.000524161,M8_40_100.0,59,M8_40_100.0,59,10756,0.000829938,309400.1633
M7,20,M7_20,1,Phnom Penh,Phnom Penh, ,92,0.095460666,9.69312E-05,M7_20_100.0,153,M7_20_100.0,156,4522,0.00034892,134764.0138
M7,10,M7_10,1,Phnom Penh,Phnom Penh, ,92,0.095460666,9.69312E-05,M7_10_100.0,154,M7_10_100.0,157,4522,0.00034892,134764.0138
M7,5,M7_5,1,Phnom Penh,Phnom Penh, ,92,0.095460666,9.69312E-05,M7_5_100.0,155,M7_5_100.0,158,4522,0.00034892,134764.0138
M8,10,M8_10,1,Phnom Penh,Phnom Penh, ,92,0.095460666,9.69312E-05,M8_10_100.0,57,M8_10_100.0,57,10756,0.000829938,309400.1633
M8,20,M8_20,1,Phnom Penh,Phnom Penh, ,92,0.095460666,9.69312E-05,M8_20_100.0,58,M8_20_100.0,58,10756,0.000829938,309400.1633
B1,20,B1_20,1,Phnom Penh,Phnom Penh, ,92,0.095460666,9.69312E-05,B1_20_100.0,134,B1_20_100.0,137,9084,0.000700926,270697.953
B1,10,B1_10,1,Phnom Penh,Phnom Penh, ,92,0.095460666,9.69312E-05,B1_10_100.0,135,B1_10_100.0,138,9084,0.000700926,270697.953
M7,40,M7_40,1,Phnom Penh,Phnom Penh, ,92,0.095460666,9.69312E-05,M7_40_100.0,156,M7_40_100.0,159,4522,0.00034892,134764.0138
B1,40,B1_40,1,Phnom Penh,Phnom Penh, ,92,0.095460666,9.69312E-05,B1_40_100.0,137,B1_40_100.0,140,9084,0.000700926,270697.953
M8,40,M8_40,1,Phnom Penh,Phnom Penh, ,92,0.095460666,9.69312E-05,M8_40_100.0,59,M8_40_100.0,59,10756,0.000829938,309400.1633
M7,20,M7_20,6,Phnom Penh,Phnom Penh, ,92,0.096676917,0.000468804,M7_20_100.0,153,M7_20_100.0,156,4522,0.00034892,134764.0138
M7,10,M7_10,6,Phnom Penh,Phnom Penh, ,92,0.096676917,0.000468804,M7_10_100.0,154,M7_10_100.0,157,4522,0.00034892,134764.0138
M7,2,M7_2,6,Phnom Penh,Phnom Penh, ,92,0.096676917,0.000468804,M7_2_100.0,158,M7_2_100.0,161,3864,0.000298148,117795.9088
M7,5,M7_5,6,Phnom Penh,Phnom Penh, ,92,0.096676917,0.000468804,M7_5_100.0,155,M7_5_100.0,158,4522,0.00034892,134764.0138
M8,10,M8_10,6,Phnom Penh,Phnom Penh, ,92,0.096676917,0.000468804,M8_10_100.0,57,M8_10_100.0,57,10756,0.000829938,309400.1633
M8,20,M8_20,6,Phnom Penh,Phnom Penh, ,92,0.096676917,0.000468804,M8_20_100.0,58,M8_20_100.0,58,10756,0.000829938,309400.1633
B1,20,B1_20,6,Phnom Penh,Phnom Penh, ,92,0.096676917,0.000468804,B1_20_100.0,134,B1_20_100.0,137,9084,0.000700926,270697.953
B1,10,B1_10,6,Phnom Penh,Phnom Penh, ,92,0.096676917,0.000468804,B1_10_100.0,135,B1_10_100.0,138,9084,0.000700926,270697.953
B1,5,B1_5,6,Phnom Penh,Phnom Penh, ,92,0.096676917,0.000468804,B1_5_100.0,136,B1_5_100.0,139,8426,0.000650154,253729.848
M7,40,M7_40,6,Phnom Penh,Phnom Penh, ,92,0.096676917,0.000468804,M7_40_100.0,156,M7_40_100.0,159,4522,0.00034892,134764.0138
B1,40,B1_40,6,Phnom Penh,Phnom Penh, ,92,0.096676917,0.000468804,B1_40_100.0,137,B1_40_100.0,140,9084,0.000700926,270697.953
M8,40,M8_40,6,Phnom Penh,Phnom Penh, ,92,0.096676917,0.000468804,M8_40_100.0,59,M8_40_100.0,59,10756,0.000829938,309400.1633
M7,20,M7_20,1,Phnom Penh,Phnom Penh, ,92,0.037134105,5.43434E-05,M7_20_100.0,153,M7_20_100.0,156,4522,0.00034892,134764.0138
M7,10,M7_10,1,Phnom Penh,Phnom Penh, ,92,0.037134105,5.43434E-05,M7_10_100.0,154,M7_10_100.0,157,4522,0.00034892,134764.0138
M7,2,M7_2,1,Phnom Penh,Phnom Penh, ,92,0.037134105,5.43434E-05,M7_2_100.0,158,M7_2_100.0,161,3864,0.000298148,117795.9088
M7,5,M7_5,1,Phnom Penh,Phnom Penh, ,92,0.037134105,5.43434E-05,M7_5_100.0,155,M7_5_100.0,158,4522,0.00034892,134764.0138
M8,10,M8_10,1,Phnom Penh,Phnom Penh, ,92,0.037134105,5.43434E-05,M8_10_100.0,57,M8_10_100.0,57,10756,0.000829938,309400.1633
M8,20,M8_20,1,Phnom Penh,Phnom Penh, ,92,0.037134105,5.43434E-05,M8_20_100.0,58,M8_20_100.0,58,10756,0.000829938,309400.1633
B1,20,B1_20,1,Phnom Penh,Phnom Penh, ,92,0.037134105,5.43434E-05,B1_20_100.0,134,B1_20_100.0,137,9084,0.000700926,270697.953
B1,10,B1_10,1,Phnom Penh,Phnom Penh, ,92,0.037134105,5.43434E-05,B1_10_100.0,135,B1_10_100.0,138,9084,0.000700926,270697.953
B1,5,B1_5,1,Phnom Penh,Phnom Penh, ,92,0.037134105,5.43434E-05,B1_5_100.0,136,B1_5_100.0,139,8426,0.000650154,253729.848
B1,2,B1_2,1,Phnom Penh,Phnom Penh, ,92,0.037134105,5.43434E-05,B1_2_100.0,145,B1_2_100.0,148,4934,0.00038071,141822.2646
M7,40,M7_40,1,Phnom Penh,Phnom Penh, ,92,0.037134105,5.43434E-05,M7_40_100.0,156,M7_40_100.0,159,4522,0.00034892,134764.0138
